Scaffold ID
3300032020 assembled Ga0315296_10022261
3300047651 assembled Ga0497301_000432
3300041747 assembled Ga0452019_2177942
3300045008 assembled Ga0438309_0000254
3300051041 assembled Ga0527651_008958
3300049640 assembled Ga0499518_007730
3300047651 assembled Ga0497301_022170
3300035529 assembled Ga0376491_02511
3300037224 assembled Ga0395705_000259
3300051045 assembled Ga0527656_000478
3300041581 assembled Ga0451931_0491834
3300051162 assembled Ga0526685_0020352
3300038552 assembled Ga0436465_0063024
3300033151 assembled Ga0366837_1118736
3300049644 assembled Ga0499522_005586
3300041844 assembled Ga0452063_0535266
3300041893 assembled Ga0452075_0508638
3300042611 assembled Ga0466697_270080
3300033145 assembled Ga0366840_1005427
3300036987 assembled Ga0377238_000019
3300038401 assembled Ga0436458_0006911
3300033170 assembled Ga0334884_1001434
3300049640 assembled Ga0499518_069537
3300051630 assembled Ga0527712_002935
3300048040 assembled Ga0497329_001719
3300037047 assembled Ga0377239_004080
3300045755 assembled Ga0495041_01360
3300035036 assembled Ga0376510_00854
3300037164 assembled Ga0395628_0003958
3300045456 assembled Ga0484007_000025
3300056905 assembled Ga0568917_0072390
3300037455 assembled Ga0394157_0308578
3300031919 assembled Ga0326327_1000150
3300035637 assembled Ga0394078_15064
3300037455 assembled Ga0394157_0219006
3300045917 assembled Ga0496409_0004856
3300033145 assembled Ga0366840_1003182
3300054091 assembled nmdc:mga0s996_7811_c1
3300055492 assembled Ga0556686_005862
3300048039 assembled Ga0497328_002066
3300051059 assembled Ga0527675_010349
3300057044 assembled Ga0568899_0153585
3300037067 assembled Ga0378408_0176957
3300051844 assembled Ga0528647_000868
3300038952 assembled Ga0401129_0104974
3300033169 assembled Ga0334887_1004586
3300042654 assembled Ga0466725_167161
3300051048 assembled Ga0527660_000218
3300036912 assembled Ga0334876_023544
3300034686 assembled Ga0334891_004824
3300056905 assembled Ga0568917_0127536
3300032897 assembled Ga0335071_10443962
3300036982 assembled Ga0393266_0125187
3300049639 assembled Ga0499517_019887
3300033165 assembled Ga0334892_1002522
3300048762 assembled Ga0494703_000492
3300033565 assembled Ga0371482_10002244
3300057044 assembled Ga0568899_0222795
3300059599 assembled Ga0568901_0010052
3300035558 assembled Ga0394083_16601
3300033178 assembled Ga0334885_1005513
3300047655 assembled Ga0497306_023907
3300041740 assembled Ga0452021_0644830
3300060291 assembled Ga0568894_0024277
3300033991 assembled Ga0334965_0084080
3300040736 assembled Ga0439196_0000001
3300044798 assembled Ga0480573_000020
3300042781 assembled Ga0482161_01235
3300045880 assembled Ga0496353_000040
3300032770 assembled Ga0335085_10252989
3300031260 assembled Ga0325117_119173
3300042613 assembled Ga0466710_368900
3300035659 assembled Ga0373628_0056320
3300050034 assembled Ga0495424_040036
3300035558 assembled Ga0394083_05983
3300035701 assembled Ga0373625_0007255
3300035701 assembled Ga0373625_0614253
3300051044 assembled Ga0527654_000183
3300057050 assembled Ga0568865_0012231
3300038975 assembled Ga0416723_01386
3300037461 assembled Ga0392394_0026063
3300036949 assembled Ga0377206_042907
3300045117 assembled Ga0438314_0005295
3300035381 assembled Ga0393878_02782
3300036787 assembled Ga0334798_000033
3300038988 assembled Ga0416724_00085
3300042272 assembled Ga0451655_021363
3300034091 assembled Ga0326724_0168716
3300042086 assembled Ga0466253_041201
3300037047 assembled Ga0377239_002061
3300038697 assembled Ga0401162_00046
3300057056 assembled Ga0568853_0029947
3300060650 assembled Ga0597045_0122303
3300042596 assembled Ga0466696_157393
3300048598 assembled Ga0498939_000094
3300033167 assembled Ga0334898_1001598
3300035381 assembled Ga0393878_21793
3300057050 assembled Ga0568865_0039411
3300057029 assembled Ga0568848_0011056
3300042286 assembled Ga0451669_002173
3300051653 assembled Ga0527073_0059
3300047660 assembled Ga0497314_008495
3300035559 assembled Ga0394089_06363
3300051841 assembled Ga0528620_000190
3300057010 assembled Ga0568860_0000243
3300051803 assembled Ga0528651_017706
3300036774 assembled Ga0393616_2390924
3300056899 assembled Ga0568883_0060074
3300033161 assembled Ga0334893_1000412
3300059456 assembled Ga0557759_001246
3300042598 assembled Ga0466701_019670
3300041763 assembled Ga0452039_0390276
3300033817 assembled Ga0373875_000076
3300056885 assembled Ga0568890_0035526
3300060608 assembled Ga0592794_0000134
3300037528 assembled Ga0334897_043552
3300033176 assembled Ga0334886_1059870
3300032020 assembled Ga0315296_10192141
3300035548 assembled Ga0376531_000012
3300057024 assembled Ga0568885_0152666
3300051632 assembled Ga0527714_017574
3300033178 assembled Ga0334885_1008167
3300050022 assembled Ga0494724_0016329
3300057053 assembled Ga0568900_0000313
3300032163 assembled Ga0315281_10005353
3300038455 assembled Ga0436474_0002805
3300032156 assembled Ga0315295_10016495
3300054077 assembled nmdc:mga0k893_27648_c1
3300035493 assembled Ga0376446_020449
3300051843 assembled Ga0528646_013427
3300035494 assembled Ga0376447_016021
3300048042 assembled Ga0497332_000387
3300036969 assembled Ga0377229_037747
3300033175 assembled Ga0334890_1000502
3300045591 assembled Ga0455774_000034
3300046643 assembled Ga0494747_0045146
3300050645 assembled Ga0531112_000400
3300051835 assembled Ga0528612_000386
3300041740 assembled Ga0452021_1472877
3300036594 assembled Ga0377203_027844
3300051019 assembled Ga0526686_0071621
3300050132 assembled Ga0500022_033409
3300056902 assembled Ga0568906_0025280
3300042261 assembled Ga0451520_0066055
3300057014 assembled Ga0568896_0106943
3300051043 assembled Ga0527653_006420
3300035436 assembled Ga0394079_16849
3300051824 assembled Ga0528596_019367
3300031746 assembled Ga0315293_10146224
3300031707 assembled Ga0315291_10080090
3300032883 assembled Ga0346505_10623405
3300035701 assembled Ga0373625_0073445
3300052305 assembled Ga0527687_001531
3300035200 assembled Ga0376963_010011
3300042261 assembled Ga0451520_0155327
3300039495 assembled Ga0435837_003341
3300036972 assembled Ga0377232_000168
3300033161 assembled Ga0334893_1001446
3300060291 assembled Ga0568894_0150593
3300041412 assembled Ga0439230_0000031
3300038480 assembled Ga0436675_004354
3300051206 assembled Ga0526687_0105312
3300056868 assembled Ga0568855_0165471
3300038450 assembled Ga0427959_0010786
3300056712 assembled Ga0557768_003775
3300048655 assembled Ga0504914_0000072
3300056867 assembled Ga0568854_0072025
3300057032 assembled Ga0568849_0061485
3300051049 assembled Ga0527661_001807
3300045916 assembled Ga0496408_000099
3300041691 assembled Ga0451971_1194469
3300051498 assembled Ga0527633_001897
3300032046 assembled Ga0315289_10003188
3300041957 assembled Ga0456187_000053
3300050015 assembled Ga0494705_0009214
3300038673 assembled Ga0416707_006715
3300040999 assembled Ga0395527_063721
3300056905 assembled Ga0568917_0035743
3300041726 assembled Ga0451981_1078620
3300057050 assembled Ga0568865_0036034
3300055497 assembled Ga0556694_000223
3300035639 assembled Ga0394085_13574
3300051019 assembled Ga0526686_0247803
3300036878 assembled Ga0334796_013789
3300045724 assembled Ga0486127_58992
3300037455 assembled Ga0394157_0025012
3300051207 assembled Ga0526688_0066924
3300046700 assembled Ga0494749_004889
3300055491 assembled Ga0556685_017089
3300044799 assembled Ga0480576_000307
3300035675 assembled 
3300038415 assembled Ga0427923_0002113
3300057050 assembled Ga0568865_0170991
3300054069 assembled nmdc:mga0f598_1093_c1
3300050021 assembled Ga0494719_011360
3300035640 assembled Ga0394087_03491
3300033405 assembled Ga0326727_10090805
3300033405 assembled Ga0326727_10005335
3300048072 assembled Ga0496014_0144622
3300035701 assembled Ga0373625_0470423
3300038952 assembled Ga0401129_0000437
3300033480 assembled Ga0316620_10056860
3300059485 assembled Ga0499530_000469
3300048041 assembled Ga0497331_000630
3300035634 assembled Ga0394024_01488
3300056886 assembled Ga0568902_0059307
3300056888 assembled Ga0568905_0064826
3300032883 assembled Ga0346505_10211604
3300040733 assembled Ga0439193_001930
3300048654 assembled Ga0504913_0000446
3300050023 assembled Ga0494729_0010235
3300050587 assembled Ga0531111_000105
3300033513 assembled Ga0316628_100416739
3300036966 assembled Ga0377226_019820
3300035376 assembled Ga0393871_08423
3300042619 assembled Ga0466726_057928
3300036931 assembled Ga0334845_0117853
3300048590 assembled Ga0498928_0006414
3300037528 assembled Ga0334897_055531
3300041547 assembled Ga0451895_0637820
3300057029 assembled Ga0568848_0203065
3300040734 assembled Ga0439194_0000085
3300033164 assembled Ga0334894_1021401
3300035039 assembled Ga0376513_002682
3300033405 assembled Ga0326727_10000742
3300038451 assembled Ga0427963_0032240
3300037818 assembled Ga0394137_01374
3300032829 assembled Ga0335070_10082868
3300045735 assembled Ga0484974_0244234
3300051019 assembled Ga0526686_0093931
3300037210 assembled Ga0395676_034665
3300051196 assembled Ga0528493_0097895
3300056685 assembled Ga0557737_000014
3300043540 assembled Ga0453685_041658
3300033174 assembled Ga0334882_1001494
3300040733 assembled Ga0439193_002990
3300051375 assembled Ga0503110_0011720
3300048038 assembled Ga0497325_003902
3300033171 assembled Ga0334895_1000002
3300033165 assembled Ga0334892_1000256
3300039080 assembled Ga0415121_666732
3300051817 assembled Ga0528669_018953
3300037993 assembled Ga0427919_0000573
3300032897 assembled Ga0335071_10139576
3300043116 assembled Ga0484787_000113
3300047501 assembled Ga0494789_0018562
3300050645 assembled Ga0531112_000397
3300041682 assembled Ga0451959_2369173
3300033175 assembled Ga0334890_1012931
3300036969 assembled Ga0377229_021344
3300044904 assembled Ga0480571_000100
3300038993 assembled Ga0416810_0236151
3300033177 assembled Ga0334883_1000090
3300051162 assembled Ga0526685_0346238
3300037810 assembled Ga0376277_0028202
3300054068 assembled nmdc:mga0er40_686_c1
3300049638 assembled Ga0499516_007872
3300052294 assembled Ga0528638_013032
3300048561 assembled Ga0496019_0068885
3300044477 assembled Ga0436620_0013655
3300051844 assembled Ga0528647_002242
3300033487 assembled Ga0316630_10133661
3300057031 assembled Ga0568840_0032262
3300050335 assembled Ga0528473_001623
3300033141 assembled Ga0366833_1039456
3300033172 assembled Ga0334888_1002739
3300056905 assembled Ga0568917_0035042
3300042603 assembled Ga0466714_040873
3300036908 assembled Ga0334869_010500
3300031885 assembled Ga0315285_10081418
3300051621 assembled Ga0527697_006480
3300050334 assembled Ga0528474_000311
3300041749 assembled Ga0452025_0859875
3300033170 assembled Ga0334884_1000469
3300036951 assembled Ga0377208_000026
3300048574 assembled Ga0498941_006233
3300047646 assembled Ga0497327_020018
3300035543 assembled Ga0376505_03611
3300033414 assembled Ga0316619_10275807
3300038470 assembled Ga0436467_0013339
3300052305 assembled Ga0527687_017416
3300042619 assembled Ga0466726_088688
3300041958 assembled Ga0456191_002478
3300056886 assembled Ga0568902_0068867
3300036761 assembled Ga0373627_0000778
3300033145 assembled Ga0366840_1060599
3300041750 assembled Ga0452027_1367934
3300037408 assembled Ga0392393_0364466
3300051019 assembled Ga0526686_0099310
3300045653 assembled Ga0486097_49845
